soc_now,current_hour,current_month,outside_temperature,charging_type,target_soc,load_score,charging_load,charging_fee,charging_speed,recommended_delay_hour
53,21,4,8,급속,81,2,9896.496350364963,11003.153846153846,0.0,3
48,0,8,6,급속,77,0,3240.43795620438,7813.111111111111,0.0,0
49,17,3,35,완속,96,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
75,17,8,27,급속,94,2,20048.029197080294,10052.12,0.0,5
16,19,4,17,급속,68,2,15616.058394160584,13773.162162162162,0.0,0
69,18,1,27,완속,64,2,2701.284671532847,11538.945945945949,4.638414975272287,3
25,10,6,-7,완속,65,1,865.3175182481751,6055.105263157895,4.638414975272287,0
29,10,5,33,급속,83,1,17989.48905109489,10217.520547945203,0.0,4
52,1,9,-6,완속,65,0,531.7189781021898,0.0,4.638414975272287,0
68,10,5,-9,완속,63,1,865.3175182481751,6055.105263157895,4.638414975272287,0
33,22,3,4,완속,72,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
74,21,5,29,급속,69,2,9896.496350364963,11003.153846153846,0.0,3
67,19,12,2,완속,91,2,2503.956204379562,13791.07142857143,4.638414975272287,3
37,23,7,37,급속,78,0,4851.240875912409,5016.0,0.0,2
51,6,10,6,완속,84,0,228.67518248175185,21824.5,4.638414975272287,1
31,17,6,27,급속,94,2,20048.029197080294,10052.12,0.0,5
69,3,9,24,급속,96,0,1743.3576642335763,8935.75,0.0,0
15,17,12,4,급속,83,2,20048.029197080294,10052.12,0.0,0
74,19,9,-9,완속,76,2,2503.956204379562,13791.07142857143,4.638414975272287,3
14,19,4,32,완속,98,2,2503.956204379562,13791.07142857143,4.638414975272287,0
71,13,9,14,완속,96,1,1061.036496350365,6093.153846153846,4.638414975272287,0
56,18,7,19,급속,72,2,17997.080291970804,11109.414634146342,0.0,5
38,7,11,15,급속,68,0,9891.970802919708,16625.809523809523,0.0,1
28,11,11,15,급속,95,1,20353.284671532845,7625.88679245283,0.0,2
87,19,6,7,완속,64,2,2503.956204379562,13791.07142857143,4.638414975272287,3
82,9,8,36,완속,67,1,764.0474452554745,6252.142857142857,4.638414975272287,0
84,23,2,-2,급속,94,0,4851.240875912409,5016.0,0.0,0
47,23,8,21,완속,77,0,1732.5766423357663,4524.6,4.638414975272287,0
34,8,5,7,완속,66,1,656.007299270073,6261.8421052631575,4.638414975272287,0
55,19,1,-1,완속,74,2,2503.956204379562,13791.07142857143,4.638414975272287,3
68,21,10,8,완속,76,2,2069.4963503649637,6730.16,4.638414975272287,3
25,11,11,16,급속,72,1,20353.284671532845,7625.88679245283,0.0,2
40,3,1,-5,완속,61,0,177.32481751824818,0.0,4.638414975272287,0
26,4,12,28,완속,85,0,126.97080291970804,0.0,4.638414975272287,0
24,14,2,-3,완속,81,1,1269.0182481751824,5797.65625,4.638414975272287,0
69,18,12,28,급속,77,2,17997.080291970804,11109.414634146342,0.0,5
10,22,12,18,완속,77,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
63,1,1,1,완속,68,0,531.7189781021898,0.0,4.638414975272287,0
82,22,2,16,완속,61,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
34,0,9,13,급속,60,0,3240.43795620438,7813.111111111111,0.0,0
81,5,2,-2,완속,88,0,135.63138686131387,6856.0,4.638414975272287,0
26,12,7,9,급속,87,1,21800.729927007294,12676.586206896553,0.0,2
20,22,9,7,급속,88,0,7380.291970802919,14288.8,0.0,0
37,7,1,9,급속,78,0,9891.970802919708,16625.809523809523,0.0,1
86,17,7,-5,완속,99,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
53,3,5,5,급속,86,0,1743.3576642335763,8935.75,0.0,0
19,3,3,34,완속,94,0,177.32481751824818,0.0,4.638414975272287,0
74,21,6,27,급속,79,2,9896.496350364963,11003.153846153846,0.0,3
81,3,6,0,급속,82,0,1743.3576642335763,8935.75,0.0,0
40,16,5,0,완속,64,2,1889.412408759124,8598.652173913044,4.638414975272287,3
76,23,1,4,급속,71,0,4851.240875912409,5016.0,0.0,0
36,19,4,-10,완속,90,2,2503.956204379562,13791.07142857143,4.638414975272287,3
36,7,6,35,완속,97,0,392.536496350365,9388.360655737704,4.638414975272287,0
44,8,5,28,급속,88,1,13693.722627737228,11117.287671232876,0.0,0
79,19,4,2,급속,91,2,15616.058394160584,13773.162162162162,0.0,5
21,18,6,8,완속,92,2,2701.284671532847,11538.945945945949,4.638414975272287,3
89,14,12,26,급속,76,1,21480.14598540146,11760.470588235294,0.0,2
78,7,12,23,완속,89,0,392.536496350365,9388.360655737704,4.638414975272287,0
49,17,9,6,급속,71,2,20048.029197080294,10052.12,0.0,5
11,21,7,-8,완속,89,2,2069.4963503649637,6730.16,4.638414975272287,0
39,12,11,8,급속,76,1,21800.729927007294,12676.586206896553,0.0,2
31,17,7,28,급속,86,2,20048.029197080294,10052.12,0.0,5
25,3,7,-5,급속,66,0,1743.3576642335763,8935.75,0.0,0
50,9,3,11,급속,96,1,16308.61313868613,13502.534246575342,0.0,2
89,9,6,-3,완속,86,1,764.0474452554745,6252.142857142857,4.638414975272287,0
76,19,7,25,완속,80,2,2503.956204379562,13791.07142857143,4.638414975272287,3
21,18,1,13,완속,86,2,2701.284671532847,11538.945945945949,4.638414975272287,3
24,1,9,0,완속,75,0,531.7189781021898,0.0,4.638414975272287,0
65,21,8,-4,완속,88,2,2069.4963503649637,6730.16,4.638414975272287,3
12,5,12,14,급속,91,0,4160.14598540146,0.0,0.0,0
15,9,6,17,완속,99,1,764.0474452554745,6252.142857142857,4.638414975272287,0
49,4,11,19,완속,77,0,126.97080291970804,0.0,4.638414975272287,0
20,9,12,25,급속,99,1,16308.61313868613,13502.534246575342,0.0,2
59,5,11,19,급속,67,0,4160.14598540146,0.0,0.0,0
37,6,1,13,급속,76,0,7192.846715328467,9158.0,0.0,0
20,13,10,20,급속,76,1,21090.218978102188,12984.285714285714,0.0,2
65,15,1,-3,완속,68,1,1583.302919708029,7393.829268292683,4.638414975272287,0
27,2,4,1,완속,64,0,332.7554744525547,8723.0,4.638414975272287,0
79,13,4,10,급속,71,1,21090.218978102188,12984.285714285714,0.0,2
18,19,2,8,급속,65,2,15616.058394160584,13773.162162162162,0.0,0
23,9,2,22,완속,63,1,764.0474452554745,6252.142857142857,4.638414975272287,0
68,13,4,19,급속,94,1,21090.218978102188,12984.285714285714,0.0,2
34,5,4,16,급속,67,0,4160.14598540146,0.0,0.0,0
58,17,12,31,급속,90,2,20048.029197080294,10052.12,0.0,7
70,12,1,2,완속,60,1,990.9343065693432,4772.685714285714,4.638414975272287,0
21,9,3,32,완속,92,1,764.0474452554745,6252.142857142857,4.638414975272287,0
30,3,11,32,급속,76,0,1743.3576642335763,8935.75,0.0,2
57,1,7,31,급속,98,0,2484.6715328467158,9582.666666666666,0.0,2
58,19,6,-10,급속,95,2,15616.058394160584,13773.162162162162,0.0,5
79,19,8,37,급속,64,2,15616.058394160584,13773.162162162162,0.0,7
33,4,3,11,급속,96,0,2609.0510948905107,4826.0,0.0,0
66,8,10,26,완속,67,1,656.007299270073,6261.8421052631575,4.638414975272287,0
86,16,8,15,급속,88,2,21504.3795620438,11396.470588235294,0.0,5
20,20,4,-9,급속,73,2,12761.60583941606,13008.4375,0.0,3
88,2,6,18,급속,63,0,1900.14598540146,9863.0,0.0,0
31,21,4,24,완속,94,2,2069.4963503649637,6730.16,4.638414975272287,3
45,14,2,-5,완속,82,1,1269.0182481751824,5797.65625,4.638414975272287,0
12,3,1,31,급속,83,0,1743.3576642335763,8935.75,0.0,0
20,23,5,11,완속,94,0,1732.5766423357663,4524.6,4.638414975272287,0
76,5,4,18,완속,97,0,135.63138686131387,6856.0,4.638414975272287,0
23,20,2,-1,완속,67,2,2199.098540145985,11149.0,4.638414975272287,3
50,14,9,24,급속,78,1,21480.14598540146,11760.470588235294,0.0,2
40,23,12,11,급속,89,0,4851.240875912409,5016.0,0.0,0
76,12,6,3,급속,67,1,21800.729927007294,12676.586206896553,0.0,2
30,3,12,24,완속,91,0,177.32481751824818,0.0,4.638414975272287,0
78,4,3,-1,완속,98,0,126.97080291970804,0.0,4.638414975272287,0
19,3,3,24,급속,83,0,1743.3576642335763,8935.75,0.0,0
76,0,2,-10,완속,60,0,680.1240875912408,6223.0,4.638414975272287,0
69,23,10,37,완속,61,0,1732.5766423357663,4524.6,4.638414975272287,0
13,5,3,31,급속,74,0,4160.14598540146,0.0,0.0,0
29,1,1,8,완속,70,0,531.7189781021898,0.0,4.638414975272287,0
69,5,7,29,급속,72,0,4160.14598540146,0.0,0.0,0
84,15,4,6,급속,61,1,21822.481751824816,11311.535714285714,0.0,2
29,10,6,34,급속,60,1,17989.48905109489,10217.520547945203,0.0,4
14,9,2,21,급속,67,1,16308.61313868613,13502.534246575342,0.0,0
24,6,4,29,급속,86,0,7192.846715328467,9158.0,0.0,0
51,13,6,23,완속,63,1,1061.036496350365,6093.153846153846,4.638414975272287,0
14,18,1,11,완속,63,2,2701.284671532847,11538.945945945949,4.638414975272287,0
11,18,11,-10,완속,91,2,2701.284671532847,11538.945945945949,4.638414975272287,0
53,3,11,-6,완속,89,0,177.32481751824818,0.0,4.638414975272287,0
71,6,11,5,완속,81,0,228.67518248175185,21824.5,4.638414975272287,1
27,16,2,26,급속,97,2,21504.3795620438,11396.470588235294,0.0,5
12,1,1,15,급속,71,0,2484.6715328467158,9582.666666666666,0.0,0
64,10,12,-1,급속,86,1,17989.48905109489,10217.520547945203,0.0,2
58,4,5,32,완속,67,0,126.97080291970804,0.0,4.638414975272287,0
50,13,8,13,완속,90,1,1061.036496350365,6093.153846153846,4.638414975272287,0
78,22,3,28,급속,90,0,7380.291970802919,14288.8,0.0,0
44,22,4,28,완속,70,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
46,2,1,-9,완속,98,0,332.7554744525547,8723.0,4.638414975272287,0
60,4,11,30,급속,67,0,2609.0510948905107,4826.0,0.0,0
34,20,6,22,급속,71,2,12761.60583941606,13008.4375,0.0,3
53,2,1,12,급속,60,0,1900.14598540146,9863.0,0.0,0
66,0,12,16,급속,64,0,3240.43795620438,7813.111111111111,0.0,0
50,7,10,-1,급속,63,0,9891.970802919708,16625.809523809523,0.0,1
54,1,12,25,급속,77,0,2484.6715328467158,9582.666666666666,0.0,0
65,11,1,3,급속,95,1,20353.284671532845,7625.88679245283,0.0,2
27,23,9,31,완속,76,0,1732.5766423357663,4524.6,4.638414975272287,0
47,9,12,20,급속,95,1,16308.61313868613,13502.534246575342,0.0,2
60,2,7,29,완속,64,0,332.7554744525547,8723.0,4.638414975272287,0
57,2,7,27,완속,82,0,332.7554744525547,8723.0,4.638414975272287,0
76,14,11,27,급속,70,1,21480.14598540146,11760.470588235294,0.0,2
77,10,4,15,완속,90,1,865.3175182481751,6055.105263157895,4.638414975272287,0
13,2,9,32,완속,93,0,332.7554744525547,8723.0,4.638414975272287,0
64,20,8,13,완속,75,2,2199.098540145985,11149.0,4.638414975272287,3
25,5,6,18,완속,92,0,135.63138686131387,6856.0,4.638414975272287,0
37,22,6,31,급속,68,0,7380.291970802919,14288.8,0.0,2
45,12,3,27,완속,97,1,990.9343065693432,4772.685714285714,4.638414975272287,0
58,16,3,-9,완속,93,2,1889.412408759124,8598.652173913044,4.638414975272287,3
24,0,1,25,완속,81,0,680.1240875912408,6223.0,4.638414975272287,0
19,5,6,19,완속,60,0,135.63138686131387,6856.0,4.638414975272287,0
82,15,11,7,급속,82,1,21822.481751824816,11311.535714285714,0.0,2
42,0,10,21,급속,85,0,3240.43795620438,7813.111111111111,0.0,0
31,7,1,1,급속,64,0,9891.970802919708,16625.809523809523,0.0,1
47,3,2,37,급속,86,0,1743.3576642335763,8935.75,0.0,2
21,7,12,-5,급속,84,0,9891.970802919708,16625.809523809523,0.0,1
73,16,11,37,완속,94,2,1889.412408759124,8598.652173913044,4.638414975272287,3
46,5,9,8,급속,88,0,4160.14598540146,0.0,0.0,0
87,3,5,-6,급속,75,0,1743.3576642335763,8935.75,0.0,0
54,19,3,37,급속,97,2,15616.058394160584,13773.162162162162,0.0,7
19,12,6,14,완속,68,1,990.9343065693432,4772.685714285714,4.638414975272287,0
26,22,9,37,완속,92,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
17,7,10,23,급속,70,0,9891.970802919708,16625.809523809523,0.0,0
53,14,3,35,급속,91,1,21480.14598540146,11760.470588235294,0.0,4
89,1,10,11,완속,99,0,531.7189781021898,0.0,4.638414975272287,0
65,7,2,-7,급속,63,0,9891.970802919708,16625.809523809523,0.0,1
12,12,3,7,완속,85,1,990.9343065693432,4772.685714285714,4.638414975272287,0
47,20,4,-9,급속,87,2,12761.60583941606,13008.4375,0.0,3
19,23,7,7,완속,77,0,1732.5766423357663,4524.6,4.638414975272287,0
44,15,3,35,급속,80,1,21822.481751824816,11311.535714285714,0.0,4
15,16,8,2,급속,76,2,21504.3795620438,11396.470588235294,0.0,0
26,8,12,5,완속,99,1,656.007299270073,6261.8421052631575,4.638414975272287,0
85,8,11,-5,급속,78,1,13693.722627737228,11117.287671232876,0.0,0
79,13,1,34,급속,86,1,21090.218978102188,12984.285714285714,0.0,4
25,4,8,4,완속,75,0,126.97080291970804,0.0,4.638414975272287,0
39,21,5,-5,완속,85,2,2069.4963503649637,6730.16,4.638414975272287,3
48,5,3,21,완속,88,0,135.63138686131387,6856.0,4.638414975272287,0
50,3,11,24,완속,69,0,177.32481751824818,0.0,4.638414975272287,0
27,13,8,17,급속,89,1,21090.218978102188,12984.285714285714,0.0,2
55,16,7,-6,급속,95,2,21504.3795620438,11396.470588235294,0.0,5
55,2,1,11,완속,76,0,332.7554744525547,8723.0,4.638414975272287,0
13,17,12,3,급속,72,2,20048.029197080294,10052.12,0.0,0
64,19,4,-3,급속,93,2,15616.058394160584,13773.162162162162,0.0,5
83,8,7,28,완속,76,1,656.007299270073,6261.8421052631575,4.638414975272287,0
31,11,7,30,급속,61,1,20353.284671532845,7625.88679245283,0.0,2
43,9,12,28,급속,65,1,16308.61313868613,13502.534246575342,0.0,2
44,2,4,5,완속,62,0,332.7554744525547,8723.0,4.638414975272287,0
80,4,2,15,급속,81,0,2609.0510948905107,4826.0,0.0,0
38,16,7,27,급속,76,2,21504.3795620438,11396.470588235294,0.0,5
81,19,2,5,급속,68,2,15616.058394160584,13773.162162162162,0.0,5
41,8,12,16,급속,71,1,13693.722627737228,11117.287671232876,0.0,0
51,3,6,-1,완속,88,0,177.32481751824818,0.0,4.638414975272287,0
26,18,2,-4,완속,68,2,2701.284671532847,11538.945945945949,4.638414975272287,3
83,23,2,6,완속,91,0,1732.5766423357663,4524.6,4.638414975272287,0
45,10,2,-10,완속,90,1,865.3175182481751,6055.105263157895,4.638414975272287,0
55,19,8,22,급속,78,2,15616.058394160584,13773.162162162162,0.0,5
56,4,12,26,급속,75,0,2609.0510948905107,4826.0,0.0,0
50,1,11,-8,급속,95,0,2484.6715328467158,9582.666666666666,0.0,0
68,14,10,0,급속,97,1,21480.14598540146,11760.470588235294,0.0,2
87,19,10,9,완속,63,2,2503.956204379562,13791.07142857143,4.638414975272287,3
66,20,5,0,급속,61,2,12761.60583941606,13008.4375,0.0,3
49,2,7,-6,완속,78,0,332.7554744525547,8723.0,4.638414975272287,0
23,15,2,23,급속,95,1,21822.481751824816,11311.535714285714,0.0,2
46,1,3,20,급속,79,0,2484.6715328467158,9582.666666666666,0.0,0
87,20,3,5,완속,63,2,2199.098540145985,11149.0,4.638414975272287,3
27,22,5,8,급속,86,0,7380.291970802919,14288.8,0.0,0
53,23,2,-10,완속,90,0,1732.5766423357663,4524.6,4.638414975272287,0
40,5,7,35,완속,81,0,135.63138686131387,6856.0,4.638414975272287,0
72,11,6,-5,완속,92,1,971.543795620438,3664.714285714286,4.638414975272287,0
34,9,12,-9,급속,92,1,16308.61313868613,13502.534246575342,0.0,2
80,9,12,10,급속,63,1,16308.61313868613,13502.534246575342,0.0,2
70,14,8,-4,완속,62,1,1269.0182481751824,5797.65625,4.638414975272287,0
66,2,7,27,완속,84,0,332.7554744525547,8723.0,4.638414975272287,0
57,9,4,25,완속,60,1,764.0474452554745,6252.142857142857,4.638414975272287,0
18,1,8,23,완속,88,0,531.7189781021898,0.0,4.638414975272287,0
89,22,3,29,완속,71,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
74,16,9,15,급속,92,2,21504.3795620438,11396.470588235294,0.0,5
64,19,6,34,급속,90,2,15616.058394160584,13773.162162162162,0.0,7
55,7,12,15,급속,64,0,9891.970802919708,16625.809523809523,0.0,1
50,5,5,-6,급속,73,0,4160.14598540146,0.0,0.0,0
18,23,10,1,급속,95,0,4851.240875912409,5016.0,0.0,0
46,6,11,26,완속,64,0,228.67518248175185,21824.5,4.638414975272287,1
43,18,11,6,완속,95,2,2701.284671532847,11538.945945945949,4.638414975272287,3
75,14,2,3,완속,84,1,1269.0182481751824,5797.65625,4.638414975272287,0
57,4,10,14,완속,87,0,126.97080291970804,0.0,4.638414975272287,0
57,15,3,11,급속,90,1,21822.481751824816,11311.535714285714,0.0,2
42,4,10,6,완속,89,0,126.97080291970804,0.0,4.638414975272287,0
53,0,2,22,완속,91,0,680.1240875912408,6223.0,4.638414975272287,0
57,21,6,36,완속,93,2,2069.4963503649637,6730.16,4.638414975272287,3
21,12,10,23,급속,65,1,21800.729927007294,12676.586206896553,0.0,2
16,5,3,21,완속,93,0,135.63138686131387,6856.0,4.638414975272287,0
34,13,9,20,급속,94,1,21090.218978102188,12984.285714285714,0.0,2
47,6,11,29,급속,79,0,7192.846715328467,9158.0,0.0,0
38,5,3,15,완속,82,0,135.63138686131387,6856.0,4.638414975272287,0
69,0,8,17,급속,61,0,3240.43795620438,7813.111111111111,0.0,0
65,14,11,-4,완속,91,1,1269.0182481751824,5797.65625,4.638414975272287,0
19,12,11,-5,완속,84,1,990.9343065693432,4772.685714285714,4.638414975272287,0
44,17,6,35,급속,70,2,20048.029197080294,10052.12,0.0,7
54,23,8,-5,완속,99,0,1732.5766423357663,4524.6,4.638414975272287,0
29,5,6,12,완속,70,0,135.63138686131387,6856.0,4.638414975272287,0
65,7,5,27,급속,93,0,9891.970802919708,16625.809523809523,0.0,1
81,0,12,13,급속,89,0,3240.43795620438,7813.111111111111,0.0,0
21,0,10,27,완속,85,0,680.1240875912408,6223.0,4.638414975272287,0
80,0,6,-2,급속,63,0,3240.43795620438,7813.111111111111,0.0,0
18,8,11,-2,급속,99,1,13693.722627737228,11117.287671232876,0.0,0
25,6,4,-2,완속,73,0,228.67518248175185,21824.5,4.638414975272287,1
66,0,12,34,급속,89,0,3240.43795620438,7813.111111111111,0.0,2
61,9,8,19,급속,92,1,16308.61313868613,13502.534246575342,0.0,2
75,15,4,36,완속,74,1,1583.302919708029,7393.829268292683,4.638414975272287,0
21,23,12,36,완속,94,0,1732.5766423357663,4524.6,4.638414975272287,0
55,9,4,-5,완속,83,1,764.0474452554745,6252.142857142857,4.638414975272287,0
88,3,2,1,완속,90,0,177.32481751824818,0.0,4.638414975272287,0
19,18,7,8,급속,63,2,17997.080291970804,11109.414634146342,0.0,0
53,0,2,-6,급속,65,0,3240.43795620438,7813.111111111111,0.0,0
77,8,10,8,완속,83,1,656.007299270073,6261.8421052631575,4.638414975272287,0
81,12,3,26,급속,88,1,21800.729927007294,12676.586206896553,0.0,2
41,2,3,5,완속,72,0,332.7554744525547,8723.0,4.638414975272287,0
75,10,6,28,급속,90,1,17989.48905109489,10217.520547945203,0.0,2
79,19,6,8,완속,90,2,2503.956204379562,13791.07142857143,4.638414975272287,3
49,20,6,0,완속,74,2,2199.098540145985,11149.0,4.638414975272287,3
20,19,7,3,급속,97,2,15616.058394160584,13773.162162162162,0.0,5
72,20,5,33,급속,98,2,12761.60583941606,13008.4375,0.0,5
23,1,8,-2,급속,94,0,2484.6715328467158,9582.666666666666,0.0,0
40,0,4,12,완속,71,0,680.1240875912408,6223.0,4.638414975272287,0
56,18,1,-6,완속,62,2,2701.284671532847,11538.945945945949,4.638414975272287,3
80,15,10,-2,급속,67,1,21822.481751824816,11311.535714285714,0.0,2
69,20,11,27,급속,74,2,12761.60583941606,13008.4375,0.0,3
60,9,8,-3,완속,72,1,764.0474452554745,6252.142857142857,4.638414975272287,0
39,21,4,19,급속,89,2,9896.496350364963,11003.153846153846,0.0,3
88,0,9,32,완속,79,0,680.1240875912408,6223.0,4.638414975272287,0
36,13,9,8,완속,99,1,1061.036496350365,6093.153846153846,4.638414975272287,0
54,20,5,2,완속,90,2,2199.098540145985,11149.0,4.638414975272287,3
23,9,10,35,급속,84,1,16308.61313868613,13502.534246575342,0.0,4
65,11,6,-4,급속,68,1,20353.284671532845,7625.88679245283,0.0,2
83,23,9,36,급속,60,0,4851.240875912409,5016.0,0.0,2
41,6,12,-7,급속,90,0,7192.846715328467,9158.0,0.0,0
85,1,7,28,급속,65,0,2484.6715328467158,9582.666666666666,0.0,0
79,14,5,37,급속,68,1,21480.14598540146,11760.470588235294,0.0,4
37,1,7,14,완속,84,0,531.7189781021898,0.0,4.638414975272287,0
45,6,8,21,급속,67,0,7192.846715328467,9158.0,0.0,0
76,6,2,30,완속,83,0,228.67518248175185,21824.5,4.638414975272287,1
21,14,7,-4,급속,75,1,21480.14598540146,11760.470588235294,0.0,2
45,19,2,-4,완속,97,2,2503.956204379562,13791.07142857143,4.638414975272287,3
49,8,2,11,완속,86,1,656.007299270073,6261.8421052631575,4.638414975272287,0
58,0,4,12,급속,81,0,3240.43795620438,7813.111111111111,0.0,0
78,12,9,11,급속,75,1,21800.729927007294,12676.586206896553,0.0,2
14,4,6,5,급속,95,0,2609.0510948905107,4826.0,0.0,0
87,4,6,31,급속,94,0,2609.0510948905107,4826.0,0.0,2
25,12,5,36,완속,96,1,990.9343065693432,4772.685714285714,4.638414975272287,0
50,22,10,-4,급속,72,0,7380.291970802919,14288.8,0.0,0
54,5,7,-1,급속,61,0,4160.14598540146,0.0,0.0,0
45,8,8,-9,완속,97,1,656.007299270073,6261.8421052631575,4.638414975272287,0
54,15,7,-7,완속,83,1,1583.302919708029,7393.829268292683,4.638414975272287,0
13,14,7,-6,완속,91,1,1269.0182481751824,5797.65625,4.638414975272287,0
29,17,7,28,완속,73,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
65,20,1,-4,완속,95,2,2199.098540145985,11149.0,4.638414975272287,3
59,5,5,2,완속,94,0,135.63138686131387,6856.0,4.638414975272287,0
30,7,4,-9,급속,76,0,9891.970802919708,16625.809523809523,0.0,1
86,2,9,9,완속,86,0,332.7554744525547,8723.0,4.638414975272287,0
15,16,6,18,완속,62,2,1889.412408759124,8598.652173913044,4.638414975272287,0
55,9,9,-2,급속,95,1,16308.61313868613,13502.534246575342,0.0,2
78,22,11,-4,완속,68,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
